204800;0;0;0;0;0;0;0;PLACEHOLDER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Load bearing dummy entry do not remove;
204870;0;2;1;0;70;0;0;Full Moon Night;1;23;75000;7500;1;1;1;204870;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;A beautiful full moon night;
204878;0;2;1;0;78;0;0;Snowy Mountain;1;23;50000;5000;1;1;1;204878;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Snow covered mountain;
204879;0;1;1;0;79;0;0;Howling Wolf;1;23;65000;6500;1;1;1;204879;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Howl~~;
204880;0;1;1;0;80;0;0;Dandelion Breeze;1;23;70000;0;1;0;1;204880;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Dandelion dancing in the wind;
204881;0;1;1;0;81;0;0;Happy Easter;1;23;40000;4000;1;1;1;204881;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Cute Chicken is born;
204882;0;1;1;0;82;0;0;Frog;1;23;30000;3000;1;1;1;204882;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Finding J. Frog;
204883;0;1;1;0;83;0;0;Stem of Magic;1;23;65000;6500;1;1;1;204883;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Have Jack climbed up this stem?;
204888;0;2;1;0;88;0;0;Path through forest;1;23;55000;5500;1;1;1;204888;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Walk on the path and you can have something good!;
204801;0;0;0;0;1;20;0;Power User;0;23;0;0;0;0;1;0;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;;
204802;0;0;1;0;2;20;0;Power User (1wk);1;23;0;3500;0;1;1;204801;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Extra Gold & GP, No Gold Penalty and many more!;
204803;0;0;1;0;3;20;0;Power User (2wks);1;23;0;6000;0;1;1;204801;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Extra Gold & GP, No Gold Penalty and many more!;
204804;0;0;1;0;4;20;0;Power User (1mth);1;23;0;8000;0;1;1;204801;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Extra Gold & GP, No Gold Penalty and many more!;
204836;0;2;1;0;36;33;0;Sunset;1;23;50000;5000;1;1;1;204831;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Take a romantic stroll along the beach;
204837;0;1;1;0;37;33;0;Red Crab;1;23;40000;4000;1;1;1;204832;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Walking side to side;
204838;0;2;1;0;38;33;0;Waterfall;1;23;55000;0;1;0;1;204833;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Refreshing sound of the waterfall;
204839;0;1;1;0;39;33;0;Butterflies;1;23;30000;0;1;0;1;204834;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Red and Blue butterflies fluttering away!;
204840;0;2;1;0;40;33;0;Bamboo Forest;1;23;60000;6000;1;1;1;204835;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Watch out for Pandas!;
204841;0;1;1;0;41;33;0;Yellow Sparrow;1;23;45000;4500;1;1;1;204836;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;They say Yellow Sparrows bring you good luck;
204805;0;2;1;0;5;34;0;Magic Circle;1;23;45000;4500;1;1;1;204805;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;A must to practice the best magic;
204806;0;2;1;0;6;34;0;Cave;1;23;40000;4000;1;1;1;204806;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Displining myself in deep cave;
204807;0;2;1;0;7;34;0;Green Field;1;23;40000;4000;1;1;1;204807;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Green, green grass of home~;
204808;0;1;1;0;8;34;0;Bat;1;23;40000;4000;1;1;1;204808;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;We don't like blood.  Honestly~!;
204809;0;1;1;0;9;34;0;Spider;1;23;42000;4200;1;1;1;204809;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Who would visit my web today..;
204810;0;1;1;0;10;34;0;Larva;1;23;50000;0;1;0;1;204810;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;When would I reach the top??;
204811;0;1;1;0;11;34;0;Rose;1;23;35000;0;1;0;1;204811;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Let's decorate with beautiful roses;
204812;0;2;1;0;12;34;0;Witch Village;1;23;60000;6000;1;1;1;204812;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Welcome to the village of witches;
204813;0;1;1;0;13;34;0;Halloween Pumpkin;1;23;40000;4000;1;1;1;204813;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;The performer born for Halloween;
204814;0;1;1;0;14;34;0;Snowman;1;23;35000;3500;1;1;1;204814;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Rushing through the snow~~~;
204815;0;2;1;0;15;34;0;Christmas;0;23;60000;6000;1;1;1;204815;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Merry christmas~;
204816;0;2;1;0;16;34;0;Money Wall Paper;1;23;0;6000;0;1;1;204816;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Strike me rich and strike me hard!;
204817;0;1;1;0;17;34;0;Dollar Sign;1;23;0;3000;0;1;1;204817;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Strike me rich and strike me hard!;
204818;0;2;1;0;18;34;0;Igloo;1;23;50000;0;1;0;1;204818;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;I'd love to live in Alaska~;
204819;0;1;1;0;19;34;0;Heart;1;23;40000;0;1;0;1;204819;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Love is all around~;
204820;0;1;1;0;20;34;0;Firework;1;23;30000;3000;1;1;1;204820;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Spectacular Firework~;
204821;0;2;1;0;21;34;0;Force;1;23;250000;25000;1;1;1;204821;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;The powerful Star of Force;
204822;0;1;1;0;22;34;0;Lightning;1;23;40000;4000;1;1;1;204822;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Lightning strikes again;
204823;0;1;1;0;23;34;0;Christmas Present;0;23;0;0;0;0;1;204823;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;.;
204824;0;2;1;0;24;34;0;Santa Claus;0;23;0;0;0;0;1;204824;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;.;
204825;0;1;1;0;25;34;0;Confetti;0;23;0;0;0;0;1;204825;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;.;
204826;0;2;1;0;26;34;0;Tournament;0;23;0;0;0;0;1;204826;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;.;
204827;0;2;1;0;27;34;0;Silent night;1;23;50000;0;1;0;1;204827;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Silent snowy night;
204828;0;1;1;0;28;34;0;Jingle bell;1;23;40000;4000;1;1;1;204828;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Ring, Ring, celebrate today;
204829;0;2;1;0;29;34;0;Holy night;1;23;50000;5000;1;1;1;204829;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Silent & snowy night;
204830;0;1;1;0;30;34;0;Christmas Tree bulb;1;23;45000;4500;1;1;1;204830;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Decorate your tree;
204843;0;2;1;0;43;34;0;Chinese Wall;1;23;40000;4000;1;1;1;204843;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Feels like I'm in China Town;
204845;0;2;1;0;45;34;0;Ice Castle;1;23;50000;5000;1;1;1;204845;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Mystic Castle that can only be seen in Winter;
204846;0;1;1;0;46;34;0;Penguin;1;23;60000;6000;1;1;1;204846;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Cute Penguin;
204847;0;2;1;0;47;34;0;Rainbow Dream;1;23;50000;5000;1;1;1;204847;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Somewhere over the rainbow;
204848;0;2;1;0;48;34;0;Dreamy Cloud;1;23;50000;5000;1;1;1;204848;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Walk on the clouds;
204849;0;1;1;0;49;34;0;Heart in the sky;1;23;50000;5000;1;1;1;204849;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Express your love with Skywritting;
204850;0;2;1;0;50;34;0;Bora;1;23;50000;5000;1;1;1;204850;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Life at the beach;
204851;0;2;1;0;51;34;0;Medieval Castle;1;23;20000;2000;1;1;1;204851;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Knights & Princesses;
204852;0;2;1;0;52;34;0;Bohol;1;23;20000;2000;1;1;1;204852;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Where the Chocolate Hills can be found;
204853;0;2;1;0;53;34;0;Cebu;1;23;20000;2000;1;1;1;204853;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;A place with rich and religion;
204854;0;2;1;0;54;34;0;Pagsanjan;1;23;20000;2000;1;1;1;204854;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Tallest waterfall in the Philippines;
204855;0;2;1;0;55;34;0;Zanboanga;1;23;20000;2000;1;1;1;204855;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Vintas originated in this area.;
204856;0;2;1;0;56;34;0;Skull & Bones;1;23;75000;7500;1;1;1;204856;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;I'l crush ye barnacles!;
204857;0;2;1;0;57;34;0;Da GB Codes;1;23;50000;5000;1;1;1;204857;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Unravel the code!;
204858;0;2;1;0;58;34;0;Pumpkin Head;0;23;0;0;0;0;1;204858;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;All Halow's Eve grins.;
204859;0;2;1;0;59;34;0;Dragon;1;23;100000;10000;1;1;1;204859;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;The mythical beast up close;
204860;0;2;1;0;60;34;0;Mobius;1;23;50000;5000;1;1;1;204860;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Let the games begin!;
204861;0;2;1;0;61;34;0;Static;1;23;150000;0;1;0;1;204861;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Unravel the mystery within;
204862;0;2;1;0;62;34;0;Burn;1;23;50000;5000;1;1;1;204862;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Burn in hell!;
204863;0;2;1;0;63;34;0;Raon;1;23;20000;2000;1;1;1;204863;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Cute Smart Bomb;
204864;0;2;1;0;64;34;0;Kilay Guild;1;23;20000;2000;1;1;1;204864;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Members only;
204865;0;2;1;0;65;34;0;Event Guild;1;23;20000;2000;1;1;1;204865;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Members only;
204866;0;1;1;0;66;34;0;Bell ornament;0;23;20000;2000;1;1;1;204866;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;This ornament will brighten up your day!;
204867;0;2;1;0;67;34;0;Parol;1;23;100000;10000;1;1;1;204867;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Maligayang Pasko!;
204868;0;2;1;0;68;34;0;Shining Star;1;23;50000;5000;1;1;1;204868;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Star of Sacred Birth;
204869;0;2;1;0;69;34;0;New Year Fireworks;0;23;0;0;0;0;1;204869;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Happy New Year!;
204872;0;2;1;0;72;34;0;Bad3P Guild;1;23;20000;2000;1;1;1;204872;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Official background of the Bad Trip guild.;
204873;0;2;1;0;73;34;0;Prosperity;1;23;20000;2000;1;1;1;204873;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Live long and prosper!;
204874;0;2;1;0;74;34;0;Yin & Yang;1;23;200000;0;1;0;1;204874;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Balance in the universe;
204875;0;2;1;0;75;34;0;Year of the Dog;1;23;50000;5000;1;1;1;204875;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;The year they let the Dogs out. Woof!;
204876;0;2;1;0;76;34;0;Rising Hearts;1;23;75000;7500;1;1;1;204876;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Let the hearts fly!;
204877;0;2;1;0;77;34;0;Psychedelic Hearts;1;23;75000;7500;1;1;1;204877;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Love in all colours.;
204884;0;2;1;0;84;34;0;Assault;1;23;50000;5000;1;1;1;204884;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;GunBound Assault;
204885;0;2;1;0;85;34;0;Havoc;1;23;50000;5000;1;1;1;204885;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Cry Havoc;
204886;0;2;1;0;86;34;0;Stealth;1;23;50000;5000;1;1;1;204886;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Stealth wins wars;
204887;0;2;1;0;87;34;0;Resbak Guild;1;23;50000;5000;1;1;1;204887;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;Resbak Guild Background;
